fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
13031,2008-12-06,0.0,101.26,5.6,7.04,5.45,5.46,11.2,3.41,7.79,7.09,1.77,3.09,0.5,2.59,3.45,6.33,0.64,5.69,
37159,2009-07-03,0.02,98.45,10.73,21.84,14.82,14.83,27.64,15.92,11.72,22.72,3.1,3.89,2.45,1.44,5.05,6.74,3.66,3.08,
33003,2015-05-12,2.85,97.03,8.77,14.27,11.15,11.15,22.35,7.77,14.58,14.52,2.63,5.23,0.98,4.24,4.98,9.95,1.6,8.35,1.0
22003,2000-07-21,1.03,100.92,16.02,30.81,21.4,21.4,38.16,25.53,12.64,31.33,2.16,3.24,1.06,2.18,3.62,6.06,1.05,5.01,
13279,2011-02-13,0.0,101.86,4.45,6.5,2.31,2.32,15.58,-1.34,16.92,6.43,3.19,4.0,2.07,1.93,5.59,8.09,2.37,5.72,
27073,2016-07-07,10.37,96.03,13.11,22.26,17.39,17.39,28.1,17.83,10.27,22.52,3.55,5.98,1.66,4.32,5.44,9.03,2.08,6.95,
34021,2010-01-07,0.08,100.47,2.77,-1.91,-4.2,-4.17,2.62,-5.16,7.77,-1.86,3.53,4.82,1.95,2.87,6.06,7.96,3.14,4.82,
21153,2016-07-14,2.52,97.77,16.7,25.41,21.72,21.72,30.28,21.73,8.56,25.42,1.92,2.68,1.34,1.34,4.11,5.03,3.15,1.89,
31171,2010-08-21,0.0,90.75,10.78,26.52,13.55,13.55,35.13,18.46,16.67,26.63,5.63,6.93,3.33,3.6,8.54,10.6,6.45,4.15,
55099,2012-10-04,0.01,95.75,5.05,8.31,2.65,2.68,12.07,2.25,9.82,8.5,7.15,10.1,3.08,7.03,10.44,13.38,6.5,6.88,
21043,2005-02-20,4.82,98.65,4.8,3.69,2.54,2.55,7.27,-1.37,8.63,3.67,3.53,5.33,1.75,3.58,6.56,9.83,3.54,6.29,
37173,2000-11-17,2.49,93.48,3.83,2.28,-1.61,-1.56,5.47,-4.1,9.57,2.33,2.34,3.54,1.45,2.09,4.27,5.64,3.0,2.64,
47159,2011-09-23,6.28,98.26,8.91,15.5,11.78,11.78,18.89,10.78,8.11,14.97,1.96,2.77,0.96,1.82,3.06,4.08,1.46,2.62,
36045,2006-09-06,2.95,99.95,10.45,18.04,14.66,14.66,20.7,15.6,5.09,18.2,1.66,2.85,0.9,1.95,2.39,4.66,1.18,3.48,
40003,2003-01-18,0.03,97.52,2.32,0.27,-6.7,-6.57,5.75,-3.16,8.9,-0.56,4.4,6.09,0.62,5.47,6.34,8.34,0.82,7.52,
48069,2012-07-02,0.0,88.52,10.73,27.94,13.2,13.2,34.83,20.89,13.93,30.12,6.26,7.72,4.16,3.55,8.07,9.64,6.65,2.99,
4019,2009-05-02,0.03,93.36,5.62,23.54,4.33,4.36,30.62,17.37,13.25,25.13,5.15,8.81,2.03,6.78,7.04,10.0,3.55,6.45,
4019,2015-05-30,0.0,93.25,4.21,29.73,0.4,0.45,39.05,19.89,19.16,32.77,1.87,2.71,0.39,2.31,2.76,5.33,0.45,4.88,
27005,2008-08-19,0.01,96.66,10.51,23.2,14.15,14.15,30.89,14.82,16.07,24.09,4.5,5.88,3.04,2.84,6.52,8.87,3.63,5.25,0.3273
13101,2004-12-09,2.23,101.02,13.73,20.27,19.07,19.07,24.88,16.39,8.49,20.16,2.92,4.34,1.86,2.48,5.66,6.83,4.52,2.3,
53045,2011-04-14,15.75,98.22,4.73,3.41,2.69,2.69,5.57,1.11,4.46,3.53,2.34,3.77,1.09,2.67,4.16,6.37,1.84,4.53,
45033,2014-07-08,0.09,101.19,15.21,29.78,20.57,20.56,36.34,23.93,12.41,30.63,5.31,6.22,4.08,2.14,7.55,9.85,6.03,3.82,0.0
29101,2015-10-10,0.01,99.09,6.47,13.56,7.32,7.32,21.54,5.81,15.73,13.72,2.58,4.07,0.78,3.29,4.24,8.52,1.08,7.44,
18163,2006-08-31,0.48,99.86,13.4,22.6,18.54,18.54,27.38,18.87,8.5,23.37,4.24,5.92,2.85,3.07,6.02,7.13,5.17,1.96,
17157,2012-04-11,0.0,100.56,3.79,7.28,-0.06,-0.01,13.55,-0.02,13.57,7.58,3.09,4.45,1.86,2.59,4.57,7.42,2.81,4.62,
37185,2004-02-16,0.15,101.86,2.17,-2.75,-7.0,-6.9,2.57,-6.28,8.85,-2.73,3.63,5.03,2.01,3.02,5.93,7.76,4.08,3.68,
48123,2011-07-27,0.0,99.98,15.09,31.69,20.14,20.14,39.21,25.89,13.32,33.67,5.01,6.82,3.41,3.41,6.27,8.22,4.86,3.36,
47043,2006-05-01,4.66,99.63,9.28,16.11,12.41,12.41,23.45,8.89,14.56,16.28,3.12,4.35,1.62,2.73,5.44,6.59,3.73,2.86,
40145,2009-04-24,0.0,98.7,12.56,21.74,17.32,17.32,26.73,17.7,9.03,21.67,8.5,10.06,6.75,3.32,11.79,13.14,9.96,3.18,
1119,2015-06-23,0.85,101.05,18.01,28.81,23.45,23.45,34.51,24.09,10.42,28.8,1.51,1.84,1.26,0.58,3.45,4.98,2.07,2.91,0.1012
35023,2015-05-03,0.0,84.99,6.2,20.65,4.42,4.44,28.35,12.19,16.16,23.08,3.89,5.05,2.38,2.67,5.95,8.61,2.55,6.06,
51175,2000-06-03,2.37,101.21,12.3,22.44,17.28,17.28,27.86,15.68,12.18,22.44,2.76,4.58,1.49,3.09,4.93,6.84,3.58,3.25,
40089,2002-01-23,18.68,98.24,12.29,17.52,16.75,16.75,21.98,11.39,10.59,17.38,2.92,3.82,1.37,2.44,5.8,6.74,3.21,3.54,
8015,2009-04-21,0.0,70.34,3.4,4.71,-6.06,-6.0,13.58,-1.86,15.44,5.05,3.76,6.72,1.94,4.78,5.03,7.8,2.84,4.96,0.2132
27173,2006-03-28,0.0,97.84,4.05,4.6,0.55,0.56,12.37,-1.09,13.46,5.12,3.71,5.87,0.29,5.58,5.21,9.76,0.4,9.36,0.0
48305,2012-09-05,3.2,90.85,11.38,31.57,14.42,14.42,39.77,24.58,15.19,33.09,3.77,5.47,1.43,4.04,5.44,7.74,2.36,5.38,
31145,2014-08-05,2.28,92.45,11.99,27.9,15.35,15.35,33.99,22.68,11.31,28.22,4.81,7.6,1.67,5.94,7.15,9.46,3.47,5.99,1.9553
49053,2010-01-24,0.0,82.73,1.98,-7.71,-11.03,-10.96,-0.05,-15.23,15.18,-11.51,2.17,2.82,1.41,1.41,3.13,4.6,2.02,2.58,
55085,2010-01-27,0.22,95.38,0.67,-19.75,-20.18,-20.1,-17.68,-21.12,3.44,-19.93,5.45,6.59,4.31,2.28,7.74,10.06,6.21,3.85,
8055,2012-01-26,0.1,79.43,2.72,2.95,-7.4,-7.27,10.97,-3.32,14.29,2.38,4.22,6.92,1.52,5.41,6.75,10.02,1.66,8.35,
36111,2004-12-11,1.6,95.54,4.95,2.99,2.95,2.95,5.3,1.17,4.13,2.79,1.52,2.21,0.09,2.13,3.21,4.36,0.28,4.08,
39045,2005-01-22,4.14,97.46,2.16,-6.27,-8.01,-7.94,-1.27,-10.58,9.31,-6.16,6.68,8.88,3.15,5.73,9.11,12.28,4.95,7.33,
48437,2001-03-12,1.79,89.01,4.01,8.23,-0.92,-0.88,17.36,0.77,16.59,9.02,4.12,6.45,2.23,4.22,6.35,10.53,2.98,7.55,
19043,2009-03-30,0.78,97.69,3.28,3.3,-2.53,-2.48,9.19,-2.41,11.6,3.44,6.97,10.28,1.82,8.46,9.19,12.73,2.74,9.99,
55125,2005-08-19,2.11,95.82,12.4,20.51,16.64,16.64,26.97,15.4,11.57,20.77,2.33,3.6,0.39,3.2,4.07,5.94,0.72,5.22,
27093,2013-02-02,0.93,97.65,0.89,-16.44,-17.7,-17.55,-11.85,-22.98,11.13,-16.25,3.39,7.79,0.65,7.13,4.61,10.51,0.73,9.78,
5101,2014-05-14,10.16,97.9,5.98,9.06,5.96,5.96,12.08,5.07,7.0,9.2,2.65,3.91,1.15,2.75,5.1,6.97,3.21,3.76,
6003,2015-10-17,10.23,80.55,7.72,10.55,6.83,6.83,15.58,7.0,8.58,10.28,2.27,3.9,0.98,2.92,3.27,5.14,1.69,3.45,
31155,2002-03-29,0.24,96.38,3.28,8.16,-2.91,-2.75,15.35,1.64,13.71,8.63,5.7,8.22,3.15,5.08,8.42,10.12,5.72,4.4,
42103,2004-12-20,0.05,97.02,0.77,-14.96,-18.59,-18.05,-13.23,-16.77,3.54,-14.97,4.78,6.01,1.66,4.35,7.94,9.73,2.9,6.83,
37045,2012-01-26,1.02,97.61,8.77,12.16,11.12,11.12,17.06,6.39,10.68,11.89,3.2,6.07,1.74,4.33,5.75,10.14,3.38,6.76,
9013,2000-07-15,24.42,99.61,12.94,19.4,17.94,17.94,21.87,17.95,3.92,19.38,3.29,4.5,2.07,2.44,6.39,8.56,4.64,3.92,
32009,2016-03-03,0.0,82.05,3.12,11.12,-5.46,-5.28,19.28,6.03,13.25,9.75,1.81,3.3,0.18,3.12,2.34,3.77,0.18,3.59,
40075,2006-05-03,5.32,96.35,14.12,22.04,18.79,18.79,25.87,18.6,7.27,22.14,4.27,6.78,1.6,5.18,6.05,9.28,2.97,6.32,
48409,2012-01-05,0.01,101.6,9.8,16.81,13.88,13.88,22.84,12.06,10.77,16.43,2.55,4.41,0.42,3.99,3.99,5.83,0.65,5.18,
19173,2009-11-01,0.0,97.55,6.58,10.78,7.11,7.11,19.0,4.68,14.33,10.39,4.8,6.93,2.6,4.33,7.44,10.32,4.9,5.42,
28015,2007-03-11,0.0,101.08,9.54,17.42,13.4,13.4,24.83,11.22,13.61,17.34,1.61,2.22,1.04,1.18,3.51,5.97,1.39,4.58,
27099,2003-10-13,1.5,96.88,5.54,10.48,4.75,4.76,14.27,7.77,6.5,10.24,3.74,6.82,1.85,4.97,5.92,10.12,2.84,7.28,
27037,2014-06-11,2.2,97.46,10.27,19.96,13.92,13.93,25.73,12.49,13.24,19.9,2.83,5.53,1.46,4.07,4.54,9.73,2.25,7.48,
46129,2002-12-19,0.29,93.91,2.61,0.39,-5.81,-5.71,2.78,-0.78,3.56,-0.24,11.65,13.18,9.82,3.36,15.23,17.06,13.08,3.97,
48327,2014-06-26,0.44,94.31,15.11,25.65,19.51,19.51,31.48,21.22,10.25,26.82,5.28,6.64,3.67,2.97,7.1,8.63,5.89,2.73,
8025,2008-05-03,0.0,85.82,2.07,7.9,-9.52,-9.16,16.97,-2.1,19.07,10.96,3.26,5.59,0.37,5.22,4.76,8.81,0.41,8.4,
50015,2011-04-09,0.18,98.63,4.19,5.62,0.99,1.0,12.01,-1.4,13.41,4.9,1.95,2.58,1.05,1.53,3.62,5.45,1.71,3.74,
26015,2015-01-15,0.0,98.55,2.35,-6.06,-7.02,-7.0,-1.36,-12.85,11.49,-6.24,6.86,9.16,4.89,4.27,9.19,12.08,6.54,5.54,
19085,2005-09-11,0.06,97.16,11.66,26.7,15.82,15.82,32.78,20.89,11.89,27.16,7.61,9.36,5.78,3.58,10.27,12.44,7.35,5.09,
29019,2005-01-13,12.07,98.83,2.68,-3.44,-5.43,-5.38,2.17,-12.58,14.75,-3.26,5.94,7.37,4.93,2.44,8.01,9.41,6.61,2.8,
17075,2014-06-24,10.91,98.63,15.77,23.51,20.93,20.93,27.05,20.95,6.1,23.1,2.63,4.18,1.46,2.72,4.04,5.28,2.78,2.5,0.0
20039,2009-06-17,0.16,91.93,14.36,25.63,18.11,18.11,32.76,18.12,14.64,25.82,4.01,6.74,1.91,4.82,6.09,11.01,3.59,7.42,
8014,2014-04-26,0.2,75.71,4.69,9.95,-1.08,-1.05,17.29,3.52,13.77,10.22,4.84,7.54,1.91,5.63,7.26,9.59,3.63,5.97,
48449,2008-08-13,0.0,99.73,15.74,26.77,21.08,21.08,32.23,20.92,11.3,27.3,1.59,2.26,1.16,1.11,2.59,3.86,1.9,1.96,
37163,2006-09-30,0.0,101.55,8.55,17.02,11.7,11.71,24.3,9.84,14.46,16.75,2.19,2.73,1.84,0.89,3.98,6.85,2.41,4.44,
47009,2005-01-10,0.0,95.49,6.17,8.6,6.09,6.09,13.7,4.0,9.7,7.74,1.62,2.6,0.35,2.25,3.11,6.37,0.46,5.92,
18025,2013-04-30,0.0,99.16,9.8,17.6,13.43,13.43,26.13,9.3,16.84,17.61,2.03,2.54,1.48,1.06,4.29,6.96,1.91,5.06,0.0
13011,2004-11-07,0.0,98.32,7.9,12.62,9.8,9.8,21.22,5.08,16.15,12.74,1.7,2.11,0.74,1.38,4.29,6.39,1.05,5.34,
29007,2006-08-16,0.0,99.22,9.25,24.9,12.62,12.62,32.58,17.16,15.42,25.67,2.76,3.88,2.01,1.87,4.46,7.13,2.51,4.62,
18025,2016-02-12,0.14,99.93,2.24,-3.57,-6.95,-6.87,0.02,-7.88,7.91,-3.49,3.46,5.92,0.2,5.72,5.49,9.42,0.2,9.22,
37003,2007-06-02,1.7,97.22,10.77,20.81,14.69,14.69,25.41,16.88,8.53,21.1,2.07,3.23,1.32,1.91,3.58,6.0,1.62,4.37,
4007,2005-05-05,0.0,85.7,5.64,18.0,3.11,3.14,26.44,10.31,16.13,17.98,4.54,8.07,2.06,6.01,6.76,10.3,3.03,7.28,
34019,2003-11-24,4.98,99.51,6.55,8.61,7.41,7.41,14.03,4.91,9.12,8.49,2.47,4.46,1.33,3.13,4.38,7.54,2.13,5.41,
51093,2010-02-14,0.0,101.0,2.81,-1.13,-3.97,-3.93,3.98,-5.26,9.24,-1.03,4.18,6.01,2.85,3.16,6.44,7.82,5.47,2.35,
20145,2009-03-08,0.0,93.71,3.52,8.49,-2.12,-2.02,17.68,-0.52,18.21,9.06,6.04,8.6,2.71,5.89,8.35,12.74,3.66,9.09,
13061,2010-11-04,4.57,99.42,6.71,14.06,7.11,7.13,19.87,7.94,11.93,14.32,3.56,5.48,0.64,4.83,5.87,7.67,1.57,6.1,
37001,2012-10-02,4.81,99.01,16.82,23.62,21.99,21.99,28.28,19.21,9.07,23.58,2.72,3.7,1.86,1.84,5.26,6.27,3.87,2.4,0.0
16017,2009-08-18,0.0,90.16,7.92,20.42,8.89,8.89,28.77,12.27,16.5,19.56,2.08,3.05,1.29,1.76,3.77,5.63,2.12,3.51,0.0
37153,2000-06-24,0.25,100.27,12.77,27.63,17.79,17.79,34.36,22.01,12.35,28.13,2.15,3.16,1.47,1.68,3.99,6.23,2.03,4.19,
46033,2016-06-26,0.01,89.53,5.35,23.26,2.94,2.98,32.41,13.38,19.02,24.98,2.3,4.36,0.97,3.39,3.55,8.64,0.65,7.99,
36047,2013-06-23,0.73,101.54,14.51,22.39,20.04,20.04,25.73,18.96,6.77,22.29,4.17,5.71,3.14,2.57,6.24,7.99,4.5,3.49,
17181,2008-11-21,0.0,101.95,1.72,-3.23,-9.74,-9.46,1.71,-6.36,8.07,-3.13,3.23,5.18,1.65,3.52,4.92,8.11,2.67,5.44,
48249,2015-06-02,0.01,100.4,16.03,25.44,21.5,21.5,30.73,19.99,10.74,25.93,2.97,4.17,2.0,2.17,4.65,7.81,2.85,4.96,0.0
19105,2007-08-11,1.54,98.35,16.34,25.26,21.4,21.39,30.55,20.23,10.32,25.09,4.45,7.15,2.42,4.73,6.87,8.89,5.19,3.7,
17129,2009-03-02,0.0,101.05,1.6,-6.37,-10.64,-10.45,-0.97,-11.08,10.1,-5.05,4.37,5.6,3.08,2.52,5.72,6.52,5.06,1.46,
1011,2013-03-04,0.0,100.4,4.56,6.62,1.86,1.89,14.5,-1.27,15.77,5.99,1.87,2.74,0.59,2.15,3.66,6.25,0.8,5.45,
21203,2006-02-23,0.06,97.88,3.95,4.05,0.18,0.2,10.33,-0.49,10.81,4.11,2.74,4.2,1.45,2.75,5.11,7.9,2.03,5.86,
20201,2016-05-28,1.62,96.04,10.49,18.62,14.09,14.09,23.41,13.14,10.27,18.82,4.22,8.06,2.0,6.06,5.66,9.85,3.03,6.82,
48243,2007-05-24,1.01,86.4,10.15,22.08,11.46,11.47,30.01,15.11,14.9,25.03,5.01,8.35,0.56,7.79,6.19,10.95,1.06,9.89,
16039,2013-07-16,2.15,85.51,9.92,27.49,11.32,11.32,35.19,19.78,15.41,28.93,3.82,5.92,1.11,4.81,5.6,7.86,2.14,5.72,2.375
6067,2007-10-26,0.0,99.88,6.59,15.82,7.67,7.68,24.26,8.99,15.27,16.03,1.77,2.64,0.92,1.72,2.68,4.4,1.31,3.09,
37113,2011-09-26,7.17,92.63,13.5,20.55,17.43,17.43,25.83,17.25,8.58,20.57,2.62,3.65,1.43,2.22,5.46,6.48,3.88,2.6,
23003,2000-01-08,0.41,98.07,1.45,-10.99,-12.21,-12.14,-6.3,-14.41,8.12,-11.38,2.66,3.64,1.42,2.23,4.91,6.78,2.3,4.48,
5021,2003-07-18,11.42,100.61,16.06,27.29,21.48,21.48,33.06,21.5,11.56,27.25,1.95,2.97,0.26,2.71,3.21,5.04,0.39,4.64,
54069,2013-09-05,0.0,98.04,7.87,18.94,9.82,9.83,26.27,11.48,14.79,18.93,1.94,2.89,1.26,1.63,4.46,5.35,2.64,2.7,
40053,2000-09-02,0.0,96.91,9.14,33.42,12.12,12.12,42.84,24.83,18.01,34.1,4.28,4.86,3.42,1.44,7.15,9.87,4.87,5.0,
29225,2015-08-01,0.17,97.4,14.3,25.51,19.08,19.08,31.75,18.57,13.18,24.79,1.48,2.12,0.47,1.65,2.57,4.94,0.66,4.28,
31097,2004-06-05,5.78,96.89,11.62,18.56,15.78,15.78,21.57,15.41,6.15,18.59,4.87,7.54,2.07,5.46,7.16,9.51,4.23,5.28,
5049,2010-05-02,4.1,97.93,10.9,18.17,14.89,14.89,22.5,13.54,8.97,18.18,2.0,4.22,1.36,2.86,4.15,7.73,2.12,5.61,
42047,2015-08-17,0.02,95.76,10.96,23.75,14.7,14.7,31.11,15.42,15.69,22.97,1.52,2.08,0.74,1.34,2.82,4.02,1.12,2.9,
24011,2002-11-09,0.0,101.64,7.48,12.02,9.77,9.77,17.23,7.36,9.87,11.62,5.68,7.11,3.84,3.27,8.84,10.84,7.11,3.73,
51155,2012-07-24,9.18,93.66,15.66,23.72,19.99,19.99,29.64,20.49,9.15,23.72,2.53,3.72,1.77,1.95,5.19,7.34,4.05,3.29,1.0
21033,2008-12-31,0.0,100.97,2.14,-2.54,-7.32,-7.19,2.1,-5.98,8.08,-2.35,5.61,10.39,2.47,7.92,8.11,14.49,4.89,9.61,
21165,2015-09-27,0.46,98.3,11.24,20.88,15.53,15.53,28.19,14.84,13.35,21.08,2.1,2.73,1.45,1.27,4.18,5.34,3.44,1.9,
6031,2015-05-16,0.07,99.29,5.83,18.06,5.73,5.76,26.81,9.07,17.74,20.38,2.49,3.65,1.71,1.94,3.49,6.41,2.24,4.18,
31159,2015-08-14,0.0,96.55,12.87,24.75,17.35,17.35,31.05,19.1,11.95,25.22,3.78,4.49,2.71,1.77,5.97,7.43,4.65,2.78,
42063,2005-04-05,0.0,96.7,6.17,10.31,4.91,4.93,20.26,0.27,19.99,8.95,1.74,2.52,0.15,2.37,4.01,6.82,0.19,6.63,0.0
45053,2008-04-26,2.45,101.64,11.56,22.0,16.49,16.49,28.08,17.24,10.84,22.27,2.04,2.61,1.55,1.05,3.94,5.39,2.22,3.17,
20135,2014-12-20,0.02,93.43,4.01,2.59,-0.25,-0.23,10.88,-1.94,12.83,2.59,4.18,5.61,2.97,2.64,6.48,8.48,3.62,4.85,
27163,2003-04-10,0.0,97.96,4.37,9.26,1.12,1.15,20.45,-0.49,20.94,9.04,5.75,8.62,3.15,5.47,8.68,10.65,6.22,4.43,
47005,2011-07-02,0.01,100.0,14.92,27.39,20.23,20.23,33.23,19.93,13.3,26.77,1.24,2.0,0.4,1.6,1.92,3.49,0.43,3.06,
21021,2004-12-14,0.06,99.76,2.35,-3.68,-6.25,-6.2,-1.57,-5.31,3.74,-3.5,3.73,5.03,1.8,3.23,5.39,6.63,3.29,3.34,0.0
40101,2001-10-12,13.25,98.23,9.24,15.71,12.43,12.43,22.7,9.5,13.21,15.41,2.7,3.91,1.25,2.66,4.45,6.06,1.82,4.24,
13091,2010-12-05,0.0,100.72,3.39,6.15,-1.86,-1.78,11.98,-0.63,12.61,6.29,4.84,6.56,2.82,3.74,7.57,9.35,5.84,3.51,
37187,2015-10-26,0.05,102.5,8.17,14.62,11.24,11.25,17.4,12.51,4.88,14.88,5.01,6.56,3.84,2.72,7.39,8.64,6.73,1.9,
46103,2014-01-23,0.0,92.66,1.01,-9.59,-16.81,-16.15,-0.81,-17.83,17.03,-9.65,3.6,7.26,1.78,5.49,5.66,11.97,2.8,9.17,
27133,2002-03-22,0.0,96.96,1.27,-6.74,-13.92,-13.43,1.66,-14.88,16.54,-6.12,5.35,7.82,2.26,5.57,6.9,9.0,3.57,5.42,
31019,2011-08-10,7.95,93.5,11.09,18.73,14.52,14.52,23.18,15.07,8.11,19.42,2.41,4.58,0.22,4.36,3.64,6.6,0.45,6.14,
29095,2005-08-04,6.93,98.62,13.39,28.35,18.17,18.17,35.06,21.64,13.41,29.14,4.06,6.09,2.98,3.11,6.01,8.72,3.35,5.37,
5077,2009-06-27,0.01,100.33,18.35,30.62,23.65,23.65,35.65,24.55,11.1,30.65,2.31,3.22,0.8,2.42,3.54,5.51,1.29,4.23,
28077,2012-06-17,0.0,100.38,13.42,24.97,18.55,18.55,32.5,17.24,15.25,24.92,1.63,2.01,0.88,1.13,3.57,5.46,1.52,3.93,
18131,2012-08-10,4.45,98.52,10.06,18.48,13.81,13.81,21.53,15.76,5.77,18.83,7.34,10.2,4.6,5.6,10.09,12.87,7.54,5.33,
40111,2004-02-26,0.0,99.56,3.38,4.26,-1.69,-1.64,12.07,-3.47,15.54,4.35,2.12,3.61,0.98,2.63,3.31,7.01,1.06,5.95,
30049,2008-08-14,0.04,85.7,7.09,16.95,6.52,6.53,23.34,10.75,12.6,16.93,2.83,5.14,1.3,3.84,4.52,7.23,1.88,5.35,
22109,2010-11-20,0.02,102.28,10.37,18.13,14.76,14.76,21.24,15.27,5.97,19.16,2.39,5.28,0.38,4.89,3.01,7.29,0.38,6.91,
46123,2005-07-05,2.76,94.51,9.46,22.92,12.22,12.22,30.08,14.78,15.3,23.94,3.05,5.59,1.09,4.5,4.36,8.67,1.52,7.15,0.0
21183,2011-04-27,54.97,97.84,13.07,18.73,17.47,17.47,22.93,9.68,13.25,18.55,6.75,9.51,4.44,5.07,10.12,14.32,6.15,8.17,
21179,2002-01-19,7.84,98.53,3.28,-1.32,-2.23,-2.23,1.11,-4.67,5.78,-1.62,3.0,4.44,1.74,2.69,4.77,6.14,2.59,3.54,
6051,2002-10-16,0.0,75.83,1.58,8.41,-13.87,-13.15,15.97,3.3,12.67,7.31,3.53,6.26,1.85,4.42,4.53,7.06,2.72,4.34,
48491,2012-09-05,0.0,98.18,12.15,31.24,16.18,16.18,40.07,23.48,16.59,33.28,3.83,5.0,2.65,2.35,5.51,8.44,3.09,5.35,
47149,2015-05-15,2.43,98.96,14.25,21.09,19.33,19.33,25.15,18.33,6.82,20.96,3.04,4.09,2.39,1.7,5.37,6.55,4.25,2.3,
29211,2006-11-01,0.0,99.19,2.02,0.42,-8.2,-7.95,7.88,-3.59,11.47,0.6,3.45,4.93,2.57,2.36,5.91,8.54,2.89,5.65,
17187,2001-08-14,1.68,99.57,7.49,20.92,9.42,9.43,28.6,12.44,16.17,22.19,2.14,2.8,1.24,1.56,3.46,6.06,1.5,4.56,1.0
27117,2001-01-20,0.0,96.09,1.27,-12.84,-14.18,-14.11,-3.74,-20.16,16.42,-13.16,5.16,7.04,1.7,5.34,6.99,9.13,2.74,6.38,
19011,2009-04-20,1.51,97.59,4.42,5.6,1.71,1.72,9.38,1.41,7.97,5.95,7.85,10.34,3.79,6.54,10.55,12.79,6.86,5.92,
28123,2015-03-16,0.0,100.77,10.54,18.2,14.82,14.82,25.56,11.71,13.85,18.05,1.69,2.46,0.3,2.16,3.69,5.8,0.35,5.46,
24017,2015-06-22,0.07,100.89,14.77,28.0,20.15,20.15,34.22,23.07,11.15,27.97,1.57,2.1,1.04,1.06,3.37,5.5,1.68,3.83,
8047,2010-07-25,0.54,72.77,8.11,16.81,5.97,5.97,25.33,9.21,16.12,16.76,1.79,3.04,0.29,2.74,2.58,3.53,0.55,2.97,
17125,2006-04-30,14.07,98.76,9.15,16.35,12.46,12.46,20.26,13.59,6.67,16.46,9.56,13.38,5.72,7.66,12.6,17.74,8.28,9.47,
47019,2010-03-06,0.11,93.98,2.85,-0.92,-4.74,-4.7,7.32,-7.46,14.78,-1.22,2.08,2.77,1.6,1.17,3.86,5.01,2.51,2.51,
13193,2004-08-28,0.92,99.82,14.62,28.13,19.9,19.9,34.13,21.52,12.61,28.35,1.92,3.46,0.79,2.67,2.93,4.53,1.2,3.33,
37037,2015-04-18,0.97,99.76,12.14,20.2,16.93,16.92,26.84,13.89,12.95,20.34,1.51,1.85,1.3,0.55,3.11,4.73,1.71,3.02,
34035,2009-01-25,0.0,100.64,1.47,-8.66,-11.74,-11.58,-3.39,-13.38,9.98,-9.0,2.05,3.01,1.04,1.97,3.8,4.64,1.73,2.91,
13225,2011-04-24,0.12,100.3,11.81,22.78,16.58,16.58,30.51,14.91,15.6,22.91,1.99,2.61,0.56,2.05,4.08,6.09,0.95,5.14,
48303,2003-09-06,0.24,90.65,9.42,24.59,11.56,11.56,32.33,16.39,15.94,25.93,4.41,5.69,2.9,2.79,6.56,9.08,4.75,4.34,
23029,2012-12-06,0.56,101.55,2.41,-1.74,-5.86,-5.77,0.84,-3.35,4.19,0.64,4.57,6.02,2.24,3.78,6.69,8.8,3.3,5.5,
18011,2008-05-07,11.21,97.74,11.26,17.46,15.43,15.43,20.14,14.58,5.57,17.28,6.32,10.59,2.11,8.48,9.08,13.58,3.66,9.92,
13213,2006-07-29,2.39,97.61,15.89,23.92,20.87,20.87,27.37,21.54,5.83,24.01,1.5,2.4,0.94,1.47,3.33,4.31,2.41,1.9,
47189,2002-08-18,4.48,98.97,15.77,26.66,20.99,20.99,31.95,21.21,10.74,26.91,2.3,3.91,0.66,3.25,3.64,5.05,0.94,4.12,
48281,2010-09-01,1.33,96.91,15.36,30.38,20.2,20.2,36.58,24.67,11.91,32.2,3.92,4.97,2.58,2.39,5.29,7.41,3.86,3.54,
20167,2013-05-26,0.01,94.51,13.02,25.53,17.21,17.21,32.97,18.77,14.2,26.19,9.06,10.87,5.68,5.19,11.79,14.73,7.97,6.76,
34003,2015-05-08,0.01,100.9,10.25,17.74,14.38,14.38,25.31,10.75,14.56,17.79,2.23,3.49,1.1,2.39,3.97,5.44,1.55,3.89,
13007,2010-11-21,0.0,101.68,8.09,16.43,11.02,11.02,25.01,8.82,16.19,16.4,2.68,4.01,2.14,1.87,4.78,7.99,2.77,5.22,
27133,2014-01-29,0.06,95.29,1.29,-9.54,-14.85,-14.41,1.24,-19.58,20.82,-10.47,6.2,10.26,4.35,5.91,9.59,12.35,7.52,4.83,
5017,2002-05-31,0.19,100.67,13.79,24.71,19.1,19.1,30.55,18.38,12.17,24.8,1.71,2.3,0.49,1.81,2.38,3.77,0.75,3.01,
54079,2000-04-10,0.25,99.02,5.04,9.16,3.53,3.55,17.52,2.48,15.04,8.91,1.36,2.02,0.33,1.69,2.88,4.93,0.6,4.33,
12011,2016-11-04,1.36,101.67,13.92,23.98,19.44,19.44,26.53,21.82,4.71,24.67,3.68,4.46,2.68,1.78,4.56,5.39,3.21,2.18,
41055,2008-07-04,0.63,93.36,9.7,18.44,12.44,12.44,23.69,13.99,9.7,19.77,3.4,5.27,1.46,3.82,4.54,6.13,2.72,3.41,
